OrderID,OrderDate,PropertyID,ProductID,Quantity
290,15-02-2015,11,9,13
291,15-02-2015,10,12,18
292,15-02-2015,8,90,8
293,15-02-2015,12,38,15
294,16-02-2015,19,63,15
295,16-02-2015,18,51,14
296,16-02-2015,16,70,9
297,16-02-2015,18,61,9
298,16-02-2015,12,14,9
299,16-02-2015,4,4,12
300,16-02-2015,20,80,16
301,16-02-2015,20,33,7
302,17-02-2015,17,65,19
303,17-02-2015,16,35,13
304,17-02-2015,8,67,4
305,17-02-2015,4,47,13
306,17-02-2015,10,87,16
307,17-02-2015,19,77,16
308,17-02-2015,12,27,17
309,17-02-2015,12,60,12
310,18-02-2015,5,79,21
311,18-02-2015,17,4,21
312,18-02-2015,7,15,6
313,18-02-2015,5,61,7
314,18-02-2015,15,38,20
315,19-02-2015,20,75,17
316,19-02-2015,9,34,10
317,19-02-2015,13,94,6
318,19-02-2015,15,69,11
319,19-02-2015,3,9,11
320,19-02-2015,3,43,7
321,20-02-2015,18,21,10
322,20-02-2015,18,18,16
323,20-02-2015,15,73,10
324,20-02-2015,12,18,8
325,20-02-2015,18,23,10
326,20-02-2015,18,67,15
327,20-02-2015,1,34,11
328,20-02-2015,9,8,4
329,20-02-2015,10,84,8
330,20-02-2015,14,61,16
331,20-02-2015,10,91,6
332,20-02-2015,5,55,25
333,21-02-2015,18,12,3
334,21-02-2015,4,8,10
335,21-02-2015,12,63,14
336,21-02-2015,6,43,12
337,21-02-2015,8,18,18
338,21-02-2015,5,62,7
339,21-02-2015,7,14,16
340,21-02-2015,17,36,8
341,21-02-2015,19,29,7
342,21-02-2015,4,8,19
343,21-02-2015,3,18,14
344,22-02-2015,12,69,10
345,22-02-2015,20,42,15
346,22-02-2015,5,84,5
347,22-02-2015,8,85,17
348,22-02-2015,2,24,15
349,22-02-2015,7,81,11
350,22-02-2015,20,54,23
351,22-02-2015,8,5,23
352,23-02-2015,2,3,12
353,23-02-2015,5,39,12
354,23-02-2015,16,34,10
355,23-02-2015,5,76,5
356,24-02-2015,16,28,7
357,24-02-2015,11,61,6
358,24-02-2015,13,42,3
359,24-02-2015,9,46,20
360,24-02-2015,6,24,6
361,24-02-2015,7,72,11
362,24-02-2015,2,21,15
363,24-02-2015,12,88,3
364,24-02-2015,20,25,22
365,24-02-2015,16,2,11
366,24-02-2015,4,16,9
367,24-02-2015,15,61,14
368,25-02-2015,3,89,16
369,25-02-2015,7,38,6
370,25-02-2015,6,3,2
371,25-02-2015,17,64,14
372,26-02-2015,9,67,8
373,26-02-2015,6,27,14
374,26-02-2015,9,17,18
375,26-02-2015,4,63,14
376,26-02-2015,10,52,12
377,27-02-2015,16,9,8
378,27-02-2015,5,41,14
379,27-02-2015,2,4,21
380,27-02-2015,9,65,15
381,27-02-2015,16,90,18
382,27-02-2015,8,70,10
383,27-02-2015,20,47,22
384,27-02-2015,9,87,16
385,27-02-2015,15,45,10
386,27-02-2015,6,7,9
387,27-02-2015,20,33,12
388,27-02-2015,20,62,3
389,28-02-2015,8,16,2
390,28-02-2015,14,64,19
391,28-02-2015,7,74,10
392,28-02-2015,2,90,5
393,28-02-2015,8,22,15
394,28-02-2015,4,36,14
395,28-02-2015,9,26,5
396,28-02-2015,8,22,15
397,01-03-2015,8,55,20
398,01-03-2015,4,60,12
399,01-03-2015,12,13,9
400,01-03-2015,11,7,7
401,01-03-2015,7,94,5
402,01-03-2015,16,93,18
403,01-03-2015,13,76,10
404,02-03-2015,9,35,14
405,02-03-2015,2,73,12
406,02-03-2015,20,57,5
407,02-03-2015,9,6,10
408,02-03-2015,13,51,11
409,02-03-2015,13,56,8
410,02-03-2015,15,32,4
411,03-03-2015,16,30,14
412,03-03-2015,17,29,14
413,03-03-2015,11,49,12
414,03-03-2015,9,46,17
415,03-03-2015,11,76,11
416,03-03-2015,15,59,1
417,03-03-2015,8,16,1
418,03-03-2015,14,5,16
419,03-03-2015,11,12,7
420,03-03-2015,19,93,14
421,03-03-2015,19,48,13
422,04-03-2015,13,75,4
423,04-03-2015,4,22,21
424,04-03-2015,8,15,11
425,04-03-2015,14,45,8
426,04-03-2015,7,76,2
427,04-03-2015,1,87,9
428,05-03-2015,14,23,13
429,05-03-2015,9,83,11
430,05-03-2015,6,67,13
431,05-03-2015,17,87,20
432,06-03-2015,19,36,13
433,06-03-2015,1,88,4
434,06-03-2015,11,36,11
435,06-03-2015,8,25,9
436,06-03-2015,13,44,19
437,06-03-2015,1,78,8
438,06-03-2015,7,30,9
439,06-03-2015,5,78,5
440,07-03-2015,20,54,26
441,07-03-2015,6,19,21
442,07-03-2015,16,30,10
443,07-03-2015,18,29,5
444,07-03-2015,10,3,13
445,07-03-2015,3,67,14
446,08-03-2015,18,44,18
447,08-03-2015,11,10,9
448,08-03-2015,8,85,19
449,08-03-2015,11,61,11
450,08-03-2015,14,53,18
451,08-03-2015,5,4,5
452,09-03-2015,12,55,16
453,09-03-2015,7,41,4
454,09-03-2015,20,10,11
455,09-03-2015,2,59,10
456,10-03-2015,5,73,5
457,10-03-2015,2,90,8
458,10-03-2015,20,22,5
459,11-03-2015,17,80,14
460,11-03-2015,4,15,16
461,11-03-2015,8,53,19
462,11-03-2015,20,18,6
463,11-03-2015,19,2,21
464,12-03-2015,19,83,12
465,12-03-2015,1,15,8
466,12-03-2015,8,6,5
467,12-03-2015,18,48,15
468,13-03-2015,1,14,19
469,13-03-2015,11,47,17
470,13-03-2015,6,46,18
471,13-03-2015,12,73,12
472,13-03-2015,19,77,19
473,13-03-2015,11,81,12
474,14-03-2015,8,19,17
475,14-03-2015,13,91,17
476,14-03-2015,4,89,14
477,14-03-2015,2,14,8
478,14-03-2015,9,25,26
479,14-03-2015,8,80,15
480,14-03-2015,16,24,9
481,14-03-2015,7,28,5
482,14-03-2015,6,83,14
483,14-03-2015,3,42,20
484,15-03-2015,20,10,10
485,15-03-2015,14,69,10
486,15-03-2015,13,37,5
487,15-03-2015,5,73,12
488,15-03-2015,8,1,14
489,15-03-2015,2,26,21
490,15-03-2015,16,83,11
491,15-03-2015,20,34,6
492,15-03-2015,13,1,14
493,16-03-2015,19,94,7
494,16-03-2015,10,11,2
495,16-03-2015,13,8,8
496,16-03-2015,20,38,8
497,16-03-2015,13,44,17
498,17-03-2015,20,25,13
499,17-03-2015,18,73,13
500,18-03-2015,12,12,11
501,18-03-2015,15,22,5
502,18-03-2015,10,17,12
503,18-03-2015,7,33,9
504,18-03-2015,7,53,16
505,18-03-2015,10,40,3
506,19-03-2015,12,46,11
507,19-03-2015,13,25,19
508,19-03-2015,15,83,13
509,19-03-2015,17,61,9
510,19-03-2015,17,68,19
511,19-03-2015,19,48,15
512,19-03-2015,2,66,11
513,19-03-2015,7,45,14
514,19-03-2015,11,80,5
515,19-03-2015,9,5,13
516,20-03-2015,7,33,9
517,20-03-2015,8,52,11
518,20-03-2015,3,60,9
519,20-03-2015,4,64,23
520,20-03-2015,6,36,20
521,20-03-2015,10,40,4
522,20-03-2015,2,70,7
523,21-03-2015,8,83,14
524,21-03-2015,3,69,10
525,21-03-2015,2,64,6
526,21-03-2015,9,58,29
527,21-03-2015,13,86,8
528,21-03-2015,4,41,11
529,22-03-2015,9,92,20
530,22-03-2015,5,68,5
531,22-03-2015,3,75,12
532,22-03-2015,13,33,12
533,22-03-2015,10,75,6
534,22-03-2015,1,64,4
535,22-03-2015,8,78,10
536,23-03-2015,7,3,12
537,23-03-2015,16,60,12
538,23-03-2015,5,61,9
539,23-03-2015,5,69,9
540,23-03-2015,10,68,20
541,23-03-2015,1,63,16
542,23-03-2015,8,92,5
543,24-03-2015,8,4,24
544,24-03-2015,15,74,4
545,24-03-2015,18,68,4
546,24-03-2015,9,47,2
547,24-03-2015,10,39,16
548,25-03-2015,19,94,12
549,25-03-2015,5,6,9
550,25-03-2015,10,63,7
551,25-03-2015,4,41,6
552,25-03-2015,9,65,10
553,25-03-2015,9,91,1
554,25-03-2015,13,43,12
555,25-03-2015,16,7,4
556,25-03-2015,17,74,19
557,25-03-2015,15,26,8
558,25-03-2015,2,45,19
559,26-03-2015,6,61,3
560,26-03-2015,2,73,14
561,26-03-2015,20,93,12
562,26-03-2015,5,19,5
563,26-03-2015,2,81,12
564,26-03-2015,18,40,11
565,27-03-2015,3,52,5
566,27-03-2015,8,29,13
567,27-03-2015,19,4,17
568,27-03-2015,18,20,7
569,27-03-2015,18,28,10
570,28-03-2015,10,58,28
571,28-03-2015,18,36,18
572,28-03-2015,5,44,9
573,28-03-2015,2,5,23
574,28-03-2015,7,67,15
575,28-03-2015,20,84,12
576,28-03-2015,7,43,10
577,29-03-2015,7,49,12
578,29-03-2015,13,52,7
579,29-03-2015,18,2,10
580,29-03-2015,16,78,4
581,29-03-2015,18,52,9
582,30-03-2015,5,53,9
583,30-03-2015,8,70,5
584,30-03-2015,2,21,9
585,30-03-2015,3,9,14
586,30-03-2015,2,39,8
587,30-03-2015,18,71,29
588,31-03-2015,7,11,12
589,31-03-2015,11,7,10
590,31-03-2015,8,22,5
591,31-03-2015,1,12,4
592,31-03-2015,1,84,8
593,31-03-2015,2,61,10
594,31-03-2015,20,83,6
595,31-03-2015,6,31,4
596,01-04-2015,4,73,4
597,01-04-2015,4,37,1
598,01-04-2015,20,64,4
599,01-04-2015,14,88,11
600,01-04-2015,6,44,18
601,01-04-2015,3,56,4
602,01-04-2015,8,43,5
603,02-04-2015,5,58,23
604,02-04-2015,18,20,18
605,02-04-2015,17,31,5
606,02-04-2015,3,49,10
607,02-04-2015,9,5,4
608,02-04-2015,6,47,20
609,03-04-2015,10,85,18
610,03-04-2015,7,51,10
611,03-04-2015,11,12,17
612,03-04-2015,7,63,16
613,03-04-2015,4,82,13
614,03-04-2015,2,3,13
615,03-04-2015,3,24,6
616,03-04-2015,17,16,6
617,03-04-2015,10,43,4
618,03-04-2015,14,20,4
619,04-04-2015,19,51,9
620,04-04-2015,14,28,9
621,04-04-2015,20,80,14
622,04-04-2015,18,42,14
623,04-04-2015,20,34,8
624,05-04-2015,8,55,14
625,05-04-2015,9,62,6
626,05-04-2015,5,38,15
627,05-04-2015,5,17,20
628,05-04-2015,5,17,11
629,05-04-2015,13,31,14
630,06-04-2015,16,18,3
631,06-04-2015,9,29,12
632,06-04-2015,14,25,12
633,06-04-2015,8,1,14
634,06-04-2015,5,90,5
635,06-04-2015,15,66,8
636,06-04-2015,5,78,8
637,06-04-2015,4,32,5
638,07-04-2015,9,23,7
639,07-04-2015,13,3,4
640,07-04-2015,11,72,8
641,07-04-2015,16,42,22
642,07-04-2015,12,50,4
643,07-04-2015,11,25,27
644,08-04-2015,2,93,12
645,08-04-2015,18,88,13
646,08-04-2015,15,91,4
647,08-04-2015,20,20,18
648,08-04-2015,10,38,12
649,08-04-2015,18,44,6
650,09-04-2015,5,41,15
651,09-04-2015,3,31,10
652,09-04-2015,10,6,5
653,09-04-2015,7,23,9
654,09-04-2015,16,60,9
655,09-04-2015,4,13,8
656,10-04-2015,6,91,12
657,10-04-2015,13,72,11
658,10-04-2015,4,31,20
659,10-04-2015,18,50,8
660,10-04-2015,2,28,19
661,10-04-2015,20,22,5
662,10-04-2015,9,84,9
663,10-04-2015,12,32,12
664,10-04-2015,2,20,8
665,11-04-2015,2,74,8
666,11-04-2015,17,73,13
667,11-04-2015,6,15,4
668,11-04-2015,16,31,18
669,11-04-2015,5,34,10
670,11-04-2015,7,94,15
671,12-04-2015,8,69,4
672,12-04-2015,11,82,20
673,12-04-2015,3,66,8
674,12-04-2015,9,7,10
675,12-04-2015,4,75,15
676,12-04-2015,11,30,13
677,13-04-2015,17,15,16
678,13-04-2015,7,53,14
679,13-04-2015,14,40,16
680,13-04-2015,10,37,16
681,13-04-2015,20,78,10
682,14-04-2015,12,19,3
683,14-04-2015,7,92,14
684,14-04-2015,13,45,4
685,14-04-2015,18,91,5
686,14-04-2015,2,58,12
687,14-04-2015,15,64,4
688,14-04-2015,8,11,6
689,15-04-2015,12,7,6
690,15-04-2015,10,86,7
691,15-04-2015,4,60,5
692,15-04-2015,16,79,11
693,15-04-2015,1,2,12
694,15-04-2015,6,39,8
695,15-04-2015,1,33,5
696,15-04-2015,7,76,12
697,15-04-2015,14,28,17
698,16-04-2015,6,7,8
699,16-04-2015,12,60,16
700,16-04-2015,14,23,16
701,16-04-2015,19,49,6
702,16-04-2015,8,19,18
703,16-04-2015,13,8,6
704,16-04-2015,15,63,11
705,16-04-2015,16,10,18
706,17-04-2015,5,39,8
707,17-04-2015,18,68,13
708,17-04-2015,7,1,25
709,17-04-2015,11,84,11
710,17-04-2015,13,93,14
711,18-04-2015,11,59,2
712,18-04-2015,17,25,21
713,18-04-2015,18,63,9
714,18-04-2015,2,22,20
715,18-04-2015,19,56,6
716,18-04-2015,20,82,15
717,19-04-2015,12,52,10
718,19-04-2015,20,78,4
719,19-04-2015,11,75,4
720,19-04-2015,15,92,7
721,19-04-2015,17,45,3
722,19-04-2015,12,89,17
723,19-04-2015,9,63,5
724,19-04-2015,20,30,11
725,19-04-2015,4,66,9
726,20-04-2015,8,90,18
727,20-04-2015,18,5,17
728,20-04-2015,6,7,3
729,20-04-2015,8,76,14
730,20-04-2015,5,51,11
731,21-04-2015,1,70,7
732,21-04-2015,9,14,1
733,21-04-2015,18,71,20
734,21-04-2015,20,52,6
735,21-04-2015,11,48,13
736,21-04-2015,7,10,16
737,21-04-2015,10,25,24
738,22-04-2015,8,35,5
739,22-04-2015,1,30,10
740,22-04-2015,1,90,10
741,22-04-2015,11,86,5
742,22-04-2015,20,75,16
743,22-04-2015,6,36,16
744,22-04-2015,20,87,20
745,22-04-2015,14,16,4
746,22-04-2015,17,80,9
747,22-04-2015,1,31,20
748,23-04-2015,12,9,4
749,23-04-2015,9,91,9
750,23-04-2015,1,84,12
751,23-04-2015,4,14,30
752,23-04-2015,7,5,18
753,23-04-2015,10,71,30
754,23-04-2015,13,78,7
755,23-04-2015,1,18,18
756,23-04-2015,15,68,15
757,24-04-2015,8,55,26
758,24-04-2015,13,68,19
759,25-04-2015,17,84,13
760,25-04-2015,19,29,10
761,25-04-2015,4,71,12
762,26-04-2015,7,65,15
763,26-04-2015,11,52,8
764,26-04-2015,5,73,9
765,26-04-2015,10,26,13
766,26-04-2015,8,8,26
767,26-04-2015,7,32,9
768,27-04-2015,8,73,8
769,27-04-2015,2,81,11
770,27-04-2015,10,48,14
771,27-04-2015,10,88,9
772,27-04-2015,11,45,13
773,27-04-2015,14,9,2
774,27-04-2015,11,37,12
775,28-04-2015,16,63,5
776,28-04-2015,7,6,8
777,28-04-2015,20,85,24
778,28-04-2015,9,60,10
779,28-04-2015,15,63,16
780,28-04-2015,13,77,5
781,28-04-2015,14,81,11
782,28-04-2015,10,75,9
783,28-04-2015,7,67,9
784,29-04-2015,12,53,14
785,29-04-2015,14,46,21
786,29-04-2015,12,25,21
787,29-04-2015,15,76,6
788,29-04-2015,20,94,4
789,29-04-2015,17,42,19
790,29-04-2015,17,50,8
791,29-04-2015,16,47,4
792,29-04-2015,18,8,23
793,29-04-2015,6,48,17
794,30-04-2015,11,76,7
795,30-04-2015,14,58,12
796,30-04-2015,6,47,10
797,30-04-2015,18,9,3
798,01-05-2015,7,41,5
799,01-05-2015,3,91,4
800,01-05-2015,5,70,10
801,01-05-2015,9,42,23
802,01-05-2015,19,19,4
803,01-05-2015,18,1,16
804,02-05-2015,2,37,9
805,02-05-2015,8,93,12
806,02-05-2015,11,77,4
807,02-05-2015,15,91,4
808,02-05-2015,16,24,20
809,03-05-2015,16,56,6
810,03-05-2015,6,78,10
811,03-05-2015,2,18,18
812,03-05-2015,11,91,11
813,03-05-2015,19,25,7
814,03-05-2015,10,78,10
815,03-05-2015,18,11,9
816,03-05-2015,5,61,8
817,03-05-2015,9,50,10
818,03-05-2015,1,32,4
819,04-05-2015,8,93,19
820,04-05-2015,14,44,14
821,04-05-2015,10,85,15
822,04-05-2015,14,33,11
823,04-05-2015,10,75,9
824,05-05-2015,3,75,8
825,05-05-2015,16,21,19
826,05-05-2015,11,77,2
827,05-05-2015,19,56,3
828,05-05-2015,11,66,10
829,05-05-2015,8,93,5
830,06-05-2015,1,8,8
831,06-05-2015,17,20,10
832,06-05-2015,4,16,13
833,06-05-2015,2,55,23
834,06-05-2015,9,64,17
835,06-05-2015,11,83,7
836,06-05-2015,13,89,8
837,06-05-2015,11,86,7
838,06-05-2015,15,17,17
839,07-05-2015,10,18,17
840,07-05-2015,15,65,10
841,07-05-2015,7,50,6
842,07-05-2015,1,80,8
843,08-05-2015,13,1,14
844,08-05-2015,7,12,13
845,08-05-2015,18,74,21
846,08-05-2015,14,13,5
847,08-05-2015,8,13,6
848,08-05-2015,17,64,12
849,08-05-2015,18,75,17
850,08-05-2015,9,67,14
851,08-05-2015,3,41,13
852,08-05-2015,8,93,24
853,09-05-2015,17,31,20
854,09-05-2015,13,60,14
855,09-05-2015,8,48,2
856,09-05-2015,20,27,4
857,09-05-2015,12,88,12
858,09-05-2015,11,21,17
859,09-05-2015,7,73,3
860,10-05-2015,6,1,19
861,10-05-2015,8,43,11
862,10-05-2015,17,57,9
863,10-05-2015,12,47,18
864,10-05-2015,15,59,5
865,10-05-2015,17,29,3
866,11-05-2015,7,49,9
867,11-05-2015,19,54,23
868,11-05-2015,8,94,9
869,11-05-2015,18,54,4
870,11-05-2015,5,5,17
871,11-05-2015,20,57,9
872,11-05-2015,13,27,17
873,11-05-2015,6,90,8
874,12-05-2015,4,8,10
875,12-05-2015,9,22,5
876,12-05-2015,15,93,9
877,12-05-2015,13,6,5
878,12-05-2015,14,15,20
879,12-05-2015,7,86,8
880,12-05-2015,2,66,7
881,12-05-2015,2,10,17
882,12-05-2015,2,4,17
883,13-05-2015,19,79,10
884,13-05-2015,1,87,15
885,13-05-2015,7,6,6
886,13-05-2015,12,73,9
887,13-05-2015,14,59,11
888,13-05-2015,8,58,17
889,13-05-2015,6,12,24
890,14-05-2015,6,37,10
891,14-05-2015,16,56,11
892,14-05-2015,8,48,1
893,14-05-2015,15,16,1
894,14-05-2015,3,7,6
895,14-05-2015,12,3,13
896,14-05-2015,19,79,11
897,14-05-2015,14,44,19
898,15-05-2015,14,33,10
899,15-05-2015,3,24,18
900,15-05-2015,8,6,9
901,16-05-2015,7,82,12
902,16-05-2015,2,5,4
903,16-05-2015,16,70,9
904,16-05-2015,11,55,11
905,16-05-2015,9,60,15
906,16-05-2015,6,75,15
907,17-05-2015,16,26,18
908,17-05-2015,5,33,15
909,17-05-2015,18,8,18
910,17-05-2015,7,22,20
911,17-05-2015,3,12,24
912,17-05-2015,10,5,9
913,18-05-2015,13,84,8
914,18-05-2015,7,59,17
915,18-05-2015,20,92,3
916,18-05-2015,9,88,17
917,19-05-2015,9,93,24
918,19-05-2015,4,52,8
919,19-05-2015,16,35,11
920,19-05-2015,6,43,14
921,19-05-2015,20,36,6
922,19-05-2015,3,90,5
923,19-05-2015,13,42,12
924,19-05-2015,12,12,18
925,19-05-2015,15,24,14
926,20-05-2015,8,80,6
927,20-05-2015,10,40,13
928,20-05-2015,3,33,19
929,20-05-2015,7,44,18
